"book_name","book_price","book_store","book_author"
"【中商原版】小城畸人 英文原版 Winesburg, Ohio Sherwood Anderson Signet Cl","¥21.00","中华商务进口图书旗舰店","Sherwood Anderson"
"【中商原版】柯林斯经典文学：血字的研究 英文原版 Collins Classics: A Study In Scarl","¥22.00","中华商务进口图书旗舰店","Arthur Conan Doyle"
"Harry Potter Film Wizardry 哈利波特电影魔法书【英文原版红皮增订版 内含哈利的入学通知书、活电影拍摄背后的故事、华纳片方首度公开的剧照及剧中艺术品设计图","¥180.68","中国学术书店","Brian Sibley"
"【中商原版】宠爱 英文原版 英文文学书籍 Beloved Toni Morrison Vintage Classics","¥80.00","中华商务进口图书旗舰店","["
"TASCHEN原版进口Leonardo Da Vinci: The Complete Paintings，达芬奇：绘画进口原版书 Taschen 出版","¥120.00","菲菲艺术旗舰店","taschen"
"【预订】The Red Necklace: A Story of the French Revolution美国库房发货，通常付款后3-5周到货！","¥78.00","中国进口图书旗舰店","Sally Gardner"
"【中商原版】在国外的无辜者 英文原版 The Innocents Abroad 傻子出国记 异乡奇遇 马克.吐温","¥20.00","中华商务进口图书旗舰店","Mark Twain"
"【中商原版】大仲马：三个火枪手（完整版，有评论）法语原版 Folio Classique：Les Trois Mous","¥75.00","中华商务进口图书旗舰店","Alexandre Dumas Père"
"SWANN'S WAY(ISBN=9780679720096) 英文原版","¥50.31","","Marcel Proust 著"
"【中商原版】莎士比亚四大悲剧 英文原版 Four Tragedies 戏剧 威廉莎士比亚","¥40.00","中华商务进口图书旗舰店","David Scott Kastan"
"深入大脑 英文原版The Brain: The Story of You","¥73.25","中国学术书店","David Eagleman"
"英文原版Insight，认清自我 洞察：为什么我们不像我们想象的那样认识自我，如何看清自己以帮助我们在工作和生活中取得","¥128.30","中国学术书店","Tasha Eurich"
"【中商原版】柯林斯经典文学：一间自己的屋子 英文原版 A Room of One’s Own and Three Gu","¥25.00","中华商务进口图书旗舰店","Virginia Woolf"
"华研原版 查泰莱夫人的情人 英文原版 Lady Chatterley’s Lover 劳伦斯 全英文版小说 进口英语书原装进口 轻便 英语专业大纲 指定书目","¥39.00","华研外语旗舰店","D. H. Lawrence"
"【中商原版】太阳和她的花儿 英文原版 Sun and Her Flowers 露比考尔 Rupi Kaur 自传体诗集心灵疗愈 作者手绘插图","¥108.00","中华商务进口图书旗舰店","Rupi Kaur"
"Justice: What's the Right Thing to Do?2147483647","¥88.00","上海外文书店旗舰店","Michael Sandel"
"【中商原版】布罗茨基：论悲伤与理性 英文原版 On Grief and Reason Joseph Brodsky P","¥68.00","中华商务进口图书旗舰店","Joseph Brodsky"
"记忆传授人 英文原版Giver","¥60.00","上海外文书店旗舰店","Lois Lowry"
"华研原版 the story of my life 我的人生故事 英文版原版 海伦凯勒 自传小说书 全英文原版小说 进海伦凯勒自传 乐观自强 励志读物 便携本","¥39.00","华研外语旗舰店","Helen Keller"
"【中商原版】从询问开始 英文原版 Start With Why 经管小说书籍","¥120.00","中华商务进口图书旗舰店","Simon Sinek"
"【中商原版】柯林斯经典文学：王子与贫儿 英文原版 Collins Classics: The Prince And T柯林斯经典文学：王子与贫儿 英文原版","¥21.00","中华商务进口图书旗舰店","Mark Twain"
"华研原版 Frankenstein 英文原版书 科学怪人弗兰肯斯坦 英文版科幻小说 经典名著进口英语书籍 雪莱轻巧便携 科幻经典","¥39.00","华研外语旗舰店","Mary Shelley玛丽·雪莱"
"How to Win Friends & Influence People【英文原版】如何赢得朋友和影响人们","¥63.29","中国学术书店","Dale Carnegie"
"【中商原版】[英文原版]The Collected Poems of W.B.Yeats威廉勃特勒叶芝诗集","¥41.00","中华商务进口图书旗舰店","W. B. Yeats"
"米勒：萨勒姆的女巫 英文原版 The Crucible 英文文学 教材 Arthur Miller","¥97.00","中华商务进口图书旗舰店","Arthur Miller"
"【中商原版】耶路撒冷三千年+罗曼诺夫王朝 两册套装 英文原版 Jerusalem The Romanovs 人文社科克林顿选书 基辛格推荐","¥188.00","中华商务进口图书旗舰店","Simon Sebag Montefiore"
"美语全英文原版字典辞典 韦氏英语词典韦小红Merriam-Webster Dictionary韦氏英英字典进口英语工具便携修订版 适合托福 SAT GRE","¥55.00","华研外语旗舰店","Merriam-Webster"
"My First Things That Go: Let's Get Moving!. [Written by Daw2147483647","¥55.00","上海外文书店旗舰店","Dawn Sirett"
"【中商原版】Harry Potter and the Philosopher's Stone – Slytherin学院珍藏版魔法石 哈利波特1精装","¥128.00","中华商务进口图书旗舰店","J. K. Rowling"
"Originals: How Non-Conformists Change the World离经叛道：不按常理出牌的2147483647","¥105.00","上海外文书店旗舰店","暂无"
"The Heroes of Olympus The Demigod Diaries2147483647","¥85.00","上海外文书店旗舰店","Rick Riordan"
"冰与火之歌全集 英文原版小说 权力的游戏 英文版 英文原版书 A Song of Ice and Fire正版全套1-","¥280.00","北京市图书进出口有限公司（bpiec）旗舰店","George R.R. Martin"
"The Land of Stories: A Grimm Warning 格林警告【英文原版 故事之地异世界童话之旅】","¥43.00","中国学术书店","Chris Colfer"
"教父 英文原版TheGodfather","¥70.00","上海外文书店旗舰店","Mario Puzo"
"【中商原版】柯林斯经典文学：奥赛罗 英文原版 Collins Classics: Othello William Sh柯林斯经典文学：奥赛罗 英文原版","¥15.00","中华商务进口图书旗舰店","William Shakespeare"
"原版现货 神奇动物在哪里 英文原版小说 Fantastic Beasts 英文版 英文原版书 美国版哈利波特外传 进口11月25日全球同步发售 主人公纽特由年轻的奥斯卡影帝“小雀斑”出演","¥105.00","中华商务进口图书旗舰店","J.K. Rowling"
"阿加莎系列：怪屋 英文原版 Crooked House Agatha Christie 阿加莎 侦探小说 推理","¥60.00","中华商务进口图书旗舰店","Agatha Christie"
"【中商原版】现货 拉文克劳20周年纪念精装版 哈利波特与魔法石 英文原版 Harry Potter Philosoph学院珍藏版魔法石 哈利波特1精装","¥128.00","中华商务进口图书旗舰店","J. K. Rowling"
"The Secret Garden秘密花园 英文原版2147483647","¥20.80","上海外文书店旗舰店","Frances Hodgson Burnett"
"【中商原版】The Black Swan 黑天鹅 英文原版 英文版 塔勒布 Nassim Nicholas Taleb怎样才能在不确定的世界中占得先机？","¥120.00","中华商务进口图书旗舰店","["
"【中商原版】尤利西斯 英文原版 经典文学 Ulysses 企鹅出版 爱尔兰文学巨匠詹姆斯.乔伊斯代表作 20世纪世界最《尤利西斯》被誉为意识流小说的开山之作","¥68.00","中华商务进口图书旗舰店","詹姆斯.乔伊斯"
"英文原版 纸牌屋 House of Cards ISBN:9780006176909","¥55.00","北京市图书进出口有限公司（bpiec）旗舰店","Michael Dobbs"
"英文原版 The Giver Boxed Set 记忆传授者 四部曲套装","¥150.00","上海外文书店旗舰店","暂无"
"改变世界的书英文原版Books that Changed the World伊利亚特 公民不服从 资本论 寂静的春天经介绍了影响世界历史的多本经典著作","¥69.80","华研外语旗舰店","Robert B. Downs"
"【中商原版】黑塞：荒原狼 英文原版Steppenwolf Hermann Hesse","¥68.00","中华商务进口图书旗舰店","Hermann Hesse黑塞"
"【中商原版】觉醒 英文原版小说 The Awakening 凯特肖邦短篇故事选集 英文版 经典名著 进口书","¥32.00","中华商务进口图书旗舰店","Kate Chopin"
"艾尔蒙哲三部曲 英文原版 Heap House 废物庄园 神秘虚幻","¥179.00","中华商务进口图书旗舰店","Edward Carey"
"华研原版 冰与火之歌英文版原版全套小说 A Song of Ice and Fire 权力的游戏 7本盒装 英文原版小7本盒装 严肃奇幻小说 乔治马丁 热播美剧","¥298.00","华研外语旗舰店","George R.R. Martin"
"【中商原版】西班牙语短篇小说集（西班牙语-英语双语版）英文原版 New Penguin Parallel Text S","¥109.00","中华商务进口图书旗舰店","John L King"
"【中商原版】卡尔马克思：政治经济学批判大纲 英文原版 Grundrisse: Foundations of the C","¥85.00","中华商务进口图书旗舰店","Karl Marx"
"佛陀的启示 英文原版 What the Buddha Taught","¥90.00","中华商务进口图书旗舰店","Walpola Rahula"
"哈扎尔辞典（阴本）Dictionary of the Khazars（FemaleEdition）英文原版 米洛拉德帕","¥115.00","中华商务进口图书旗舰店","米洛拉德帕维奇 MiloradPavic"
"【中商原版】等待戈多（法文版） 法文原版 En attendant Godot 文学小说 萨缪尔.贝克特","¥85.00","中华商务进口图书旗舰店","Samuel Beckett"
"【中商原版】故事 英文原版 Story Robert McKee 罗伯特.麦基 编剧宝典故事 英文原版","¥238.00","中华商务进口图书旗舰店","Robert McKee"
"The Da Vinci Code达芬奇的密码 英文原版2147483647","¥55.00","上海外文书店旗舰店","Dan Brown"
"A Vintage Affair: A Novel【英文原版】一件老事","¥61.00","中国学术书店","Isabel Wolff"
"【中商原版】说得美 英文原版 Me Talk Pretty One Day 幽默 David Sedaris说得美 英文原版","¥77.00","中华商务进口图书旗舰店","David Sedaris"
"Animal Farm动物农场 英文原版2147483647","¥55.00","上海外文书店旗舰店","George Orwell"
"【中商原版】石黑一雄:别让我走（电影版） 英文原版 Never Let Me Go 2017年诺贝尔文学奖获得者","¥60.00","中华商务进口图书旗舰店","Kazuo Ishiguro"
"莎士比亚：哈姆雷特 英文原版 Hamlet Shakespeare 经典名著","¥36.00","中华商务进口图书旗舰店","威廉?莎士比亚"
"西方正典 英文原版 The Western Canon 书籍 文学理论 Harold Bloom","¥128.00","中华商务进口图书旗舰店","Prof. Harold Bloom"
"50篇美国著名短篇小说 英文原版FiftyGreatAmericanShortStories","¥20.80","上海外文书店旗舰店","Milton Crane"
"朵拉日记 女版小屁孩 Dork Diaries 10: Tales from a Not-So-Perfect Pet2147483647","¥95.00","上海外文书店旗舰店","Rachel Renée Russell"
"Unclaimed Experience: Trauma, Narrative and History [ISBN:美国发货无法退货，约五到八周到货","¥261.00","中国学术书店","Cathy Caruth"
"指环王 英文原版 魔戒三部曲 套装 hobbit The Lord of the Ring原版进口 指环王三部曲 现货即抢即发 经典套装","¥160.00","上海外文书店旗舰店","J. R. R. Tolkien"
"A Single Man. Christopher Isherwood2147483647","¥55.00","上海外文书店旗舰店","Christopher Isherwood"
"【中商原版】窗里的女人 英文原版 Woman in the Window 推理悬疑惊悚小说 Finn A.J.费恩 纽斯蒂芬·金、吉莉安·弗琳盛赞之作","¥115.00","中华商务进口图书旗舰店","A. J. Finn"
"【中商原版】星期六 英文原版 Saturday Ian McEwan 纽约时报年度好书","¥95.00","中华商务进口图书旗舰店","Ian McEwan"
"The Old Man and The Sea 老人与海【英文原版 经典文学名著ISBN=9780684801223】","¥81.76","中国学术书店","Ernest Hemingway"
"[现货]台湾原版 罗生门：闇黑人性的极致书写，芥川龙之介 小说集 芥川龍之介芥川龍之介小說集","¥80.75","中图上海进口图书旗舰店","芥川龍之介"
"华研原版 变形记奥维德全英文版原版 The Metamorphoses ovid 罗马神话集 全英文原版小说 正版进口奥维德代表作 小巧便携 英文译本","¥39.00","华研外语旗舰店","Ovid"
"【中商原版】怪屋女孩系列2 空城 英文原版 Hollow City Ransom Riggs佩小姐的奇幻城堡英文版Mi","¥65.00","中华商务进口图书旗舰店","Ransom Riggs"
"【中商原版】吉米.哈利：既伟大又渺小 英文原版 散文 All Creatures Great and Small Ja邂逅可爱的动物，感受纯真的幽默","¥85.00","中华商务进口图书旗舰店","James Herriot"
"【中商原版】[英文原版]Persuasion (Penguin English Library)","¥40.00","中华商务进口图书旗舰店","usten, Jan"
"五只小猪 英文原版FiveLittlePigs","¥35.00","上海外文书店旗舰店","Agatha Christie"
"Ferryman 摆渡人【英文原版 苏格兰图书大奖、心灵治愈系小说、克莱儿麦克福尔】","¥102.33","中国学术书店","Claire McFall"
"英文原版 阿加莎 Appointment With Death : B2 (Collins Agatha Christ2147483647","¥30.00","上海外文书店旗舰店","Agatha Christie"
"【中商原版】实验室女孩 英文原版 Lab Girl Hope Jahren 霍普雅润 Fleet 女科学家的自传 友谊一本有趣而鼓舞人心的工作回忆录","¥77.00","中华商务进口图书旗舰店","Hope Jahren"
"Everything You Need to Ace English Language Arts in One Big","¥105.00","上海外文书店旗舰店","暂无"
"【中商原版】碟形世界五册套装 英文原版 Discworld Novel 特里普拉切特 科幻小说 儿童文学 魔法光芒 异囊括各大国际儿童文学大奖","¥383.00","中华商务进口图书旗舰店","Terry Pratchett"
"【中商原版】帕慕克：雪 英文原版 Snow Orhan Pamuk FABER & FABER","¥68.00","中华商务进口图书旗舰店","Orhan Pamuk"
"野性的呼唤 英文原版TheCalloftheWildandSelectedStories","¥29.80","上海外文书店旗舰店","Jack London"
"The Hunger Game 饥饿游戏1 英文版 电影原著小说书","¥65.00","上海外文书店旗舰店","暂无"
"【中商原版】弦理论 英文原版 String Theory: David Foster Wallace on Tenni入选比尔盖茨2016年圣诞假期推荐书单","¥128.00","中华商务进口图书旗舰店","David Foster Wallace"
"追忆似水年华（法文版） 法文原版 A la recherche du temps世界名著 开创意识流","¥387.00","中华商务进口图书旗舰店","Marcel Proust"
"【中商原版】如何写一个句子 英文原版 How to Write a Sentence: And How to Read研究伟大的作家：菲利普·罗斯、安东宁·斯卡利亚、简·奥斯汀等，从艺术的角度探究如何写出优美的句子","¥68.00","中华商务进口图书旗舰店","Stanley Fish"
"【中商原版】荒原及其他作品 英文原版 The Waste Land and Other Writings T.S.艾略20世纪最重要的诗人 现代派主将","¥54.00","中华商务进口图书旗舰店","T.S.艾略特"
"【中商原版】纳博科夫：爱达或爱欲 英文原版 ADA or Ardor: A Family Chronicle (Pen","¥68.00","中华商务进口图书旗舰店","Vladimir Nabokov"
"英文原版 哈利波特与密室 Harry Potter And The Chamber Of Secrets","¥70.00","上海外文书店旗舰店","暂无"
"华研原版 但丁神曲三部 The Inferno Purgatorio Paradiso 地狱 炼狱 天堂 英文原版诗歌便携版 附插图","¥106.00","华研外语旗舰店","Dante Alighieri"
"修辞学的艺术 英文原版 The Art of Rhetoric","¥81.00","中华商务进口图书旗舰店","亚里士多德 (Aristotle)"
"华研原版 大卫科波菲尔 英文原版小说 David Copperfield 狄更斯 进口英语书籍 全英文版书批判现实主义 自传色彩 无删节 便携本","¥39.00","华研外语旗舰店","Charles Dickens"
"【中商原版】海狼 英文原版小说The Sea-Wolf and Selected Stories (Signet Cl","¥25.00","中华商务进口图书旗舰店","Labor, Dr. Earle"
"Cannery Row2147483647","¥55.00","上海外文书店旗舰店","John Steinbeck"
"华研原版 Lean In 英文原版 向前一步 欢乐颂安迪原型 谢丽尔桑德伯格 女性励志读物 硅谷影响力人物 全英文版进女性主义读物 大学生必读 李开复力荐","¥89.00","华研外语旗舰店","Sheryl Sandberg 雪莉?桑德伯格"
"神奇树屋4：海盗的藏宝图 英文原版PiratesPastNoon(MagicTreeHouse,No.4)","¥30.00","上海外文书店旗舰店","Mary Pope Osborne"
"【中商原版】英文原版 Tipping The Velvet小费的天鹅绒进口机构直营","¥72.00","中华商务进口图书旗舰店","Waters, Sarah"
"Because of Winn-Dixie 都是戴茜惹的祸/多亏有你【英文原版童书 同名电影小说 凯特·迪卡米罗的小说","¥41.00","中国学术书店","Kate DiCamillo"
"【中商原版】设立守望者 英文原版 Go Set a Watchman","¥51.00","中华商务进口图书旗舰店","Harper Lee"
"The Alchemist 炼金术士【英文原版 保罗·柯艾略 Paulo Coelho、牧羊少年奇幻之旅、经典名著】美国大学生阅读书目 追逐梦想故事 小巧便携","¥44.96","中国学术书店","Paulo Coelho"
"How to Write Anything: A Complete Guide2147483647","¥305.00","上海外文书店旗舰店","Laura Brown"
"凯瑟琳曼斯菲尔德的经典故事集 英文原版TheCollectedStoriesofKatherineMansfield","¥20.80","上海外文书店旗舰店","Katherine Mansfield"
"Inferno: (Robert Langdon Book 4) 地狱 炼狱 达芬奇密码系列【英文原版 电影《但丁密码","¥43.00","中国学术书店","Dan Brown"
"Diary of a Wimpy Kid 3: The Last Straw 小屁孩日记3：zui后的稻草【英文原版童","¥24.00","中国学术书店","Jeff Kinney"
"Metaphors We Live By [ISBN: 978-0226468013]美国发货无法退货，约五到八周到货","¥155.00","中国学术书店","George Lakoff"
"英文原版 神奇校车 儿童绘本英语启蒙 The Magic School Bus Lost In The Solar S2147483647","¥45.00","上海外文书店旗舰店","Joanna Cole"
"Ralph Waldo Emerson: Selected Essays, Lectures and Poems【英文","¥38.00","中国学术书店","Ralph Waldo Emerson"
"暗店街（法文版） 法文原版 Rue des Boutiques Obscures 莫迪亚诺作品 诺贝尔文学奖莫迪亚诺作品 诺贝尔文学奖","¥72.00","中华商务进口图书旗舰店","Modiano"
"A Wrinkle in Time","¥50.00","上海外文书店旗舰店","暂无"
"【中商原版】柯林斯经典文学：十四行诗 英文原版 Collins Classics: The Sonnets 英文文学","¥21.00","中华商务进口图书旗舰店","William Shakespeare"
"【中商原版】英文原版 Secret Garden 柯林斯经典文学：秘密花园","¥21.00","中华商务进口图书旗舰店","Frances Hodgson Burnett"
"The Norton Anthology of American Literature (Eighth Edition","¥150.00","上海外文书店旗舰店","暂无"
"COBUILD English Grammar (Collins COBUILD Grammar)","¥135.00","上海外文书店旗舰店","暂无"
"The Norton Anthology of American Literature (Eighth Edition","¥150.00","上海外文书店旗舰店","暂无"
"The Norton Anthology of American Literature","¥150.00","上海外文书店旗舰店","暂无"
"Gravity Falls: Journal 3 怪诞小镇：迪普日志3【英文原版童书 解密日记 精装 迪士尼 全彩页】","¥89.03","中国学术书店","Alex Hirsch"
"英文原版 达摩流浪者 Penguin Modern Classics: The Dharma Bums","¥41.00","北京市外文书店原版图书旗舰店","Jack Kerouac"
"【中商原版】故园风雨后 英文原版小说文学 Brideshead Revisited 重返布莱兹赫德庄园 英国作家伊弗林“时代杂志百大英文小说”之一","¥68.00","中华商务进口图书旗舰店","伊弗林.沃"
"英文原版 神奇校车 儿童绘本英语启蒙 The Magic School Bus Explores the Senses2147483647","¥45.00","上海外文书店旗舰店","Joanna Cole"
"【中商原版】英文原版 Kurt Cobain: Journals柯特·科本日记涅磐乐队主唱 柯特亲笔写画 摇滚音乐圣人 日记手册","¥137.00","中华商务进口图书旗舰店","科特·柯本"
"The Adventures of Tom Sawyer and Adventures of Huckleberry2147483647","¥20.80","上海外文书店旗舰店","Mark Twain"
"【中商原版】辛波斯卡诗选2我曾这样寂寞生活 英文原版 Poems New And Collected 英文文学 外国诗","¥115.00","中华商务进口图书旗舰店","Wislawa Szymborska"
"Simple Rules: How to Thrive in a Complex World 简单的规则：如何在复杂的","¥81.23","中国学术书店","Kathy Eisenhardt"
"灿烂千阳 英文原版小说 英文版 A Thousand Splendid Suns 追风筝的人 作者 胡赛尼","¥60.00","上海外文书店旗舰店","暂无"
"A Tree Grows in Brooklyn布鲁克林有棵树 英文原版2147483647","¥55.00","上海外文书店旗舰店","Betty Smith"
"英文经典写作指南 On Writing Well 英文原版 英文写作圣经 写作法宝 外文原版书作文","¥88.00","上海外文书店旗舰店","暂无"
"Jane Eyre 简爱 英文原版 Charlotte Bronte夏洛蒂勃朗特 布封软精装收藏版","¥65.00","童趣城原版图书专营店","Charlotte Bronte"
"【中商原版】口袋经典：克苏鲁的呼唤 英文原版 Pocket Classic：The Call of Cthulhu 简","¥68.00","中华商务进口图书旗舰店","H P Lovecraft"
"【中商原版】亚里士多德：尼各马可伦理学 英文原版The Nicomachean Ethics Aristotle","¥68.00","中华商务进口图书旗舰店","亚里士多德"
"【中商原版】阿西莫夫：我，机器人 英文原版 I, Robot","¥89.00","中华商务进口图书旗舰店","Isaac Asimov"
"The Pocket Hobbit 英文原版 霍比特人 托尔金 魔戒指环王前传 精装","¥78.00","童趣城原版图书专营店","J.R.R. Tolkien"
"Wine Folly: The Essential Guide to Wine葡萄酒的基本指南 英文原版2147483647","¥155.00","上海外文书店旗舰店","Madeline Puckette,Justin Hammack"
"The Norton Shakespeare:Based on the Oxford Edition,2nd Ed【英","¥261.52","中国学术书店","Stephen Greenblatt Ph.D."
"倾城之恋 英文原版Love in a Fallen City 英文版小说 张爱玲 华研原版一个动听而又近人情的故事","¥105.00","华研外语旗舰店","Eileen Chang张爱玲"
"卡罗尔 英文原版Carol奥斯卡提名电影原著小说华研原版 盐的代价The Price of Salt凯特布兰切特主演电影《卡罗尔》原著","¥168.00","华研外语旗舰店","Patricia Highsmith"
"小公主 A Little Princess 英文原版小说 伯内特 华研英文原版希拉里推荐 含词汇注释 小巧便携","¥39.00","华研外语旗舰店","Frances Hodgson Burnett"
"英文原版 Animal Farm (Penguin Modern Classics)动物农场 动物农庄 乔治 奥威尔著","¥41.00","北京市外文书店原版图书旗舰店","George Orwell"
"Jude the Obscure","¥20.80","上海外文书店旗舰店","暂无"
"【中商原版】柯林斯经典文学：奥兰多 英文原版 Orlando (Collins Classics) Virginia","¥25.00","中华商务进口图书旗舰店","Virginia Woolf"
"【中商原版】Catch-22 第二十二条军规 英文原版世界直营 原版正品 英文进口","¥79.00","中华商务进口图书旗舰店","JosephHeller"
"神秘的陌生人等故事集 英文原版 The Mysterious Stranger 王子与贫儿作者 马克·吐温 mark马克吐温 神秘恐怖幽灵 悬疑推理 轻巧便携","¥69.80","华研外语旗舰店","Mark Twain"
"【中商原版】文学书 英文原版小说 英文版英文书 英文原版 The Literature Book (Big Ideas","¥145.00","中华商务进口图书旗舰店","DK"
"英文原版 30天提高英语技能 Thirty Days to Better English: Learn to Spea","¥29.80","上海外文书店旗舰店","Norman Lewis"
"【中商原版】英文原版 HOWL & OTHER POEMS 嚎叫和其他诗歌 Allen Ginsberg/City L","¥48.00","中华商务进口图书旗舰店","Allen Ginsberg"
"The World of Ice & Fire 冰与火之歌权利的游戏之精美大图册【英文原版 美剧冰与火之歌权利的游戏之美剧冰与火之歌权利的游戏之精美大图册，英文原版现货The World of Ice & Fire：The Untold History of Westeros and the Game of Thro","¥194.39","中国学术书店","George R.R. Martin"
"敦刻尔克 电影版 英文原版 电影小说 Dunkirk Joshua Levine 奥斯卡提名 诺兰新片 战争片 敦刻尔黑暗骑士 盗梦空间 星际穿越导演克里斯托弗诺兰新片 讲述二战真实历史","¥64.00","中华商务进口图书旗舰店","Joshua Levine"
"睡谷的传说和见闻札记故事集 英文原版RipVanWinkle,theLegendofSleepyHollowandOt","¥29.80","上海外文书店旗舰店","Washington Irving"
"【中商原版】英文原版 The Glass Castle 玻璃城堡","¥72.00","中华商务进口图书旗舰店","Jeannette Walls"
"100 Best-Loved Poems 英文原版 100首诗歌","¥23.00","中国进口图书旗舰店","暂无作者信息"
"North and South 南方和北方【英文原版 经典古典名著、BBC迷你剧同名小说、南北战争乱世情、柯林斯经典文","¥21.00","中国学术书店","Elizabeth Cleghorn Gaskell"
"2017新版 美国加州教材 套装（4本） 五年级 Reading Wonders Grade 5 package","¥1009","上海外文书店旗舰店","暂无"
"【中商原版】朱利安·巴恩斯代表作：时间的噪音 英文原版 The Noise of Time Julian Barnes","¥77.00","中华商务进口图书旗舰店","Julian Barnes"
"华研原版 英语字贴 英文原版 Learn Calligraphy英文进口书法字贴 手写印刷体意大利罗马斜衡水圆体 英文手写艺术设计字体配插图 哥特体 意大利体","¥112.00","华研外语旗舰店","Margaret Shepherd"
"【中商原版】英文原版 Sense and Sensibility 柯林斯经典文学：理智与情感","¥25.00","中华商务进口图书旗舰店","Jane Austen"
"【中商原版】Collectors Library系列：远大前程 英文原版 Great Expectations","¥55.00","中华商务进口图书旗舰店","Charles Dickens"
"Listen, Slowly静静的听 英文原版2147483647","¥50.00","上海外文书店旗舰店","Thanhha Lai"
"【中商原版】阿基里斯之歌（2012年英国柑橘文学奖） 英文原版 The Song of Achilles","¥77.00","中华商务进口图书旗舰店","Madeline Miller"
"Cobuild IELTS Dictionary (Collins English for IELTS)2147483647","¥165.00","上海外文书店旗舰店","Collins Dictionaries"
"【中商原版】[英文原版]SELECTED STORIES by O. Henry","¥80.00","中华商务进口图书旗舰店","Davenport, Guy"
"DAN BROWN BOX SET-ANGELS DEMONS.THE DAVINCI CODE.NFERNO( 货号","¥108.00","北京图书大厦旗舰店","本社"
"【台版】中文繁体 小王子 (70周年紀念版) Le Petit Prince国营进口！品质保证！","¥65.00","中国进口图书旗舰店","安東尼?聖修伯里"
"Modern Classics Interpreting Dreams【英文原版】现代经典梦的解析","¥64.93","中国学术书店","Sigmund Freud,J A Underwood"
"唐顿庄园的世界英文原版The World of Downton Abbey (Season 1,2 tie-in bo","¥179.00","中华商务进口图书旗舰店","Fellowes, Jessica"
"微笑 英文原版Smile","¥70.00","上海外文书店旗舰店","暂无"
"皮革经典系列：傲慢与偏见 英文原版 英文经典文学 Pride and Prejudice Jane Austen 简奥","¥170.00","中华商务进口图书旗舰店","Jane Austen"
"【中商原版】Collectors Library系列：野性的呼唤和白牙 英文原版 The Call of the Wi","¥55.00","中华商务进口图书旗舰店","Jack London"
"【中商原版】爱情散文：斗牛士经典 英文原版 Essays In Love : Picador Classic Alai","¥73.00","中华商务进口图书旗舰店","Alain de Botton"
"英文原版 企鹅现代经典系列明信片：100个名家 One Hundred Writers in One Box: Pos","¥70.00","上海外文书店旗舰店","Unknown"
"英文原版 Openly Straight","¥107.98","中国学术书店","Bill Konigsberg"
"Books that Changed the World2147483647","¥20.80","上海外文书店旗舰店","Robert B. Downs"
"【中商原版】刺客信条9：异教 英文原版 Heresy 官方小说 Christie Golden 动作冒险类游戏 育碧刺客信条 新 小说《异教》","¥68.00","中华商务进口图书旗舰店","Christie Golden"
"【中商原版】莎士比亚套装 英文原版 Shakespeare Box Set 迷你精装口袋版 莎士比亚选辑 经典文学书籍比手掌还小的袖珍书","¥84.00","中华商务进口图书旗舰店","William Shakespeare"
"吃鲷鱼让我打嗝 幽默小说 卷西 艾森伯格 英文原版 Bream Gives Me Hiccups Jesse Eise《华尔街日报》15本必读书目之一 美国杂志《人物》*新书，作者“卷西”的跨界神作，在演艺上他已经获得过第83届奥斯卡金像奖*男主角提名等荣耀！该书已广受好评成为经典","¥200.00","中华商务进口图书旗舰店","Jesse Eisenberg"
"And the Mountains Echoed 群山回唱/山谷回声【英文原版 《追风筝的人》作者卡勒德·胡赛尼力作","¥43.00","中国学术书店","Khaled Hosseini"
"【中商原版】怀特信件集【英文原版】 Letters of E. B. White, Revised Edition","¥119.00","中华商务进口图书旗舰店","E B White"
"经典名著 悲惨世界 Les Miserables Volume One2147483647","¥20.80","上海外文书店旗舰店","Victor Hugo"
"【中商原版】珀西杰克逊：英雄人物 英文原版 Percy Jackson: The Demigod Files 英文版","¥43.00","中华商务进口图书旗舰店","Riordan, Rick"
"【中商原版】英文原版economics in one lesson进口机构直营","¥96.00","中华商务进口图书旗舰店","Hazlitt, Henry"
"Guinness World Records Gamer's Edition 2018","¥100.00","上海外文书店旗舰店","暂无"
"英文原版Romeo and Juliet罗密欧与朱莉叶/Shakespeare莎士比亚","¥16.00","中华商务进口图书旗舰店","William Shakespeare"
"【中商原版】英文原版 文学专题讲座 Lectures on Literature进口机构直营","¥115.00","中华商务进口图书旗舰店","Updike, John"
"英文原版 到灯塔去 To the Lighthouse","¥49.00","北京市外文书店原版图书旗舰店","Virginia Woolf"
"Death of a Salesman: Certain Private Conversations in Two A2147483647","¥55.00","上海外文书店旗舰店","Arthur Miller"
"经典名著 The Signet Classic Book of Mark Twain's Short Stories","¥20.80","上海外文书店旗舰店","Mark Twain,Justin Kaplan"
"学乐英语主题分类词典 Topic by Topic Dictionary 英文原版书 进口英英字典 第二版 乱序分类记全彩印刷 插图丰富 乱序 第二版新版 分类记单词","¥86.00","华研外语旗舰店","Stephen Curtis"
"华研原版 巴黎圣母院 英文原版小说 The Hunchback of Notre-Dame 正版进口英语书籍 全英文版便携版 全英文","¥55.00","华研外语旗舰店","Victor Hugo"
"波斯少年 英文原版 The Persian Boy 亚历山大三部曲之二 玛丽.瑞瑙特 天堂之火续作","¥57.83","中国学术书店","Mary Renault"
